"id","title","displayAddress","bathrooms","bedrooms","addedOn","type","rera","propertyType","price"
"11157410","Large layout  & Canal View","Peninsula Four, Peninsula, Business Bay, Dubai","2","3","2024-02-29T06:32:06+00:00","buy","1535292330","apartment","12140000"
"10280440","Fully Upgraded|Best Price|High Floor|Sunset View","Central Park Residential Tower, Central Park Tower, DIFC, Dubai","2","3","2023-09-18T11:07:56+00:00","buy","0780760813","apartment","4500000"
"11114308","Exclusive Price | Vacant | Pool View","Binghatti Crest, Jumeirah Village Circle, Dubai","2","3","2024-02-22T08:28:30+00:00","buy","71446812643","apartment","1475000"
"11028967","3 BR | HIGH FLOOR  | PRIVATE BEACH","Beach Mansion, EMAAR Beachfront, Dubai Harbour, Dubai","2","3","2024-02-07T14:08:09+00:00","buy","71377128546","apartment","6000000"
"10919571","New | View Today | Burj Khalifa view","Azizi Riviera 20, Meydan One, Meydan, Dubai","2","3","2024-01-20T07:34:39+00:00","buy","71140498374","apartment","2100000"
"11242944","Lavish Living | 15% on Booking |Perfect Investment","Nas3, Arjan, Dubai","2","0","2024-03-15T04:04:13+00:00","buy","0656721171","apartment","620716"
"11226518","Ground Floor | Private Garden | Tenanted","Urbana, EMAAR South, Dubai South (Dubai World Central), Dubai","2","3","2024-03-12T12:39:45+00:00","buy","7134705290","apartment","1850000"
"11169026","Spacious 2 bedroom | Unfurnished | For Sale","Yakout, Bab Al Bahar, Al Marjan Island, Ras Al Khaimah","2","3","2024-03-02T12:25:02+00:00","buy","","apartment","1900000"
"11209649","Excellent Investment | 3- Bed | Near Metro Station","The Nook 2, The Nook, Wasl Gate, Dubai","2","3","2024-03-09T09:12:01+00:00","buy","71240641474","apartment","1400000"
"10908227","Premium Location | Fully Furnished | Luxury","Luxury Family Residences II, Luxury Family Residences, Business Bay, Dubai","2","0","2024-01-18T10:25:53+00:00","buy","71440009266","apartment","1305000"
"10823635","Fully Furnished | Luxury Studio |Tenanted","The Address The BLVD, Downtown Dubai, Dubai","2","0","2024-01-04T08:44:43+00:00","buy","7117460378","apartment","2000000"
"8835704","Brand New | VOT | 3 Beds | High Quality","The Nook 2, The Nook, Wasl Gate, Dubai","2","3","2022-07-15T10:30:56+00:00","buy","71240651613","apartment","2100000"
"10932372","High Floor | Park Facing | 3 + Maid's + Storage","Jenna Main Square 2, Jenna Main Square, Town Square, Dubai","2","3","2024-01-23T02:22:29+00:00","buy","7126232659","apartment","1600000"
"11233649","Brand New I Mid Floor I Burj and Fountain View","Forte 1, Forte, Downtown Dubai, Dubai","2","3","2024-03-13T12:29:15+00:00","buy","7123590958","apartment","4800000"
"11242792","Investment | Post Handover PP | Prime Location","Sonate Residences, Jumeirah Village Triangle, Dubai","2","0","2024-03-15T07:49:50+00:00","buy","1108686738","apartment","713598"
"11041326","Burj Khalifa Views | Maids Room | Notice Given","South Ridge 5, South Ridge, Downtown Dubai, Dubai","2","3","2024-02-09T12:28:50+00:00","buy","7120631000","apartment","4025000"
"10888882","Popular Views | Spacious W/ Post Payment","Palm Beach Towers 1, Palm Beach Towers, Palm Jumeirah, Dubai","2","3","2024-01-15T14:24:54+00:00","buy","71426214945","apartment","12803400"
"10334042","Fully Renovated | VOT | Full Golf Views","The Links East Tower, The Links, The Views, Dubai","2","3","2023-09-28T15:45:14+00:00","buy","7122584400","apartment","4350000"
"11075227","Sea View | High Floor | Tenanted","Paramount Tower Hotel & Residences, Business Bay, Dubai","2","3","2024-02-15T11:46:07+00:00","buy","7132466971","apartment","3250000"
"11191464","PHPP | Fully Furnished | High ROI | Investment","Seven City JLT, Jumeirah Lake Towers, Dubai","2","0","2024-03-06T11:48:32+00:00","buy","71199070607","apartment","650000"
"10744966","AL BARARI | HIGH ROI | HIGH QUALITY","The Haven, Majan, Dubai","2","3","2023-12-18T14:06:10+00:00","buy","1833502569","apartment","2309567"
"11101268","Stunning Views | Furnished | Vacant Now","Shams 1, Shams, Jumeirah Beach Residence, Dubai","2","3","2024-02-20T10:08:11+00:00","buy","7123162700","apartment","2800000"
"11232988","HIGH ROI | PAYMENT PLAN | SKYLINE VIEWS","Park Views Residences B, Park Views Residences, Al Kifaf, Dubai","2","3","2024-03-13T07:36:11+00:00","buy","0911322789","apartment","3014000"
"10744919","Premium Location | Spacious unit | Call Now","Laurel, Central Park at City Walk, City Walk, Dubai","2","3","2023-12-18T14:03:09+00:00","buy","71436775451","apartment","5900000"
"11194793","Brand New and Modern | High End Finishes","Asayel, Madinat Jumeirah Living, Umm Suqeim, Dubai","2","3","2024-03-07T06:05:25+00:00","buy","71262846856","apartment","7500000"
"11126360","STYLISH AND SPACIOUS 3 BEDROOM HOME IN JENNA","Jenna Main Square 2, Jenna Main Square, Town Square, Dubai","2","3","2024-02-24T07:46:13+00:00","buy","7126232251","apartment","1700000"
"11196016","Water Front| 3 bed apartment| Payment plan","Quattro Del Mar, Hayat Island, Mina Al Arab, Ras Al Khaimah","2","3","2024-03-07T04:06:37+00:00","buy","","apartment","4000000"
"11237876","Exquisite 3BHK|City Skyline View|Modern Living","Radiant Boulevard, City Of Lights, Al Reem Island, Abu Dhabi","2","3","2024-03-14T09:25:43+00:00","buy","","apartment","1300000"
"11075532","Vacant Now | 3 Bedroom | Priced to Sell","Al Khushkar, Shoreline Apartments, Palm Jumeirah, Dubai","2","3","2024-02-15T12:05:23+00:00","buy","7118757600","apartment","4200000"
"10841762","Under Offer – Similar properties urgently required","Al Nakheel 2, Al Nakheel, Greens, Dubai","2","3","2024-01-08T08:24:18+00:00","buy","7115098500","apartment","2300000"
"10928697","Vacant | Full Palm Sea Burj Al Arab View","Jumeirah Gate Tower 1, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence, Dubai","2","3","2024-01-22T11:53:55+00:00","buy","7135274236","apartment","8800000"
"10951595","Vacant on Transfer | Cash Seller | Motivated","Al Sidir 3, Al Sidir, Greens, Dubai","2","3","2024-01-25T13:24:20+00:00","buy","7115050100","apartment","2350000"
"11205504","Unique | Waterfront Property | Prime Location","320 Riverside Crescent, Sobha Hartland II, Mohammed Bin Rashid City, Dubai","2","3","2024-03-08T12:44:00+00:00","buy","0055177024","apartment","3829966"
"10384965","Burj Khalifa View | High Floor | Genuine Resale","Peninsula Three, Peninsula, Business Bay, Dubai","2","0","2023-10-10T06:25:59+00:00","buy","71406188544","apartment","1150000"
"11213358","3 Bed | Ready Q2 26 | 60/60 PHPP","Helvetia Residences, Jumeirah Village Circle, Dubai","2","3","2024-03-11T06:09:41+00:00","buy","1062428017","apartment","1850000"
"11228770","Burj Khalifa/ Sea Views | Upgraded | Mid Floor","Index Tower, DIFC, Dubai","2","3","2024-03-13T02:47:47+00:00","buy","0363301932","apartment","4500000"
"10984785","Large Layout | Amazing Terrace | Fully Furnished","Views F, Yas Golf Collection, Yas Island, Abu Dhabi","2","3","2024-01-31T10:02:25+00:00","buy","2087304450","apartment","4850000"
"11203917","Prime location | Low Rise | Family friendly","The Cove II Building 7, The Cove ll, Dubai Creek Harbour (The Lagoons), Dubai","2","3","2024-03-08T09:46:14+00:00","buy","71449879715","apartment","5050000"
"11236056","High Floor | Unobstructed Golf Course Views","Golf Heights, Emirates Hills 2, Dubai","2","3","2024-03-14T07:08:40+00:00","buy","71445548750","apartment","4715000"
"11220732","High Floor | Smart Home | Fully Furnished","Binghatti Canal, Business Bay, Dubai","2","0","2024-03-12T07:48:36+00:00","buy","71404353838","apartment","1300000"
"11244517","Breathtaking View | Best Deal | Fully Furnished","The Address Dubai Marina, Dubai Marina, Dubai","2","3","2024-03-15T06:21:30+00:00","buy","7127007200","apartment","5000000"
"11140395","Vacant | Brand New | Multiple Units Available","Binghatti Crest, Jumeirah Village Circle, Dubai","2","3","2024-02-27T03:25:19+00:00","buy","71446811313","apartment","1460000"
"11202772","Fully Upgraded | 3Br | Large Balcony | VOT","The Views 1, The Views, Dubai","2","3","2024-03-08T07:50:15+00:00","buy","7115323700","apartment","3000000"
"11225477","Brand New | Amazing View | Corner Unit","Binghatti Heights, Jumeirah Village Circle, Dubai","2","3","2024-03-12T11:22:25+00:00","buy","71423480114","apartment","1670000"
"11084388","Most Affordable, Modern 3BR in Furjan | Q4 2024","AZIZI Pearl, Al Furjan, Dubai","2","3","2024-02-16T16:32:36+00:00","buy","1368954078","apartment","1223775"
"10140783","Open to All Nationalities, Easy Payments I Phase 2","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2023-08-18T07:55:47+00:00","buy","","apartment","1148800"
"10911836","Fully Furnished | Vacant | Marina view","Armada Tower 3, Lake Elucio, Jumeirah Lake Towers, Dubai","2","3","2024-01-18T12:40:50+00:00","buy","7122779400","apartment","1700000"
"11137818","With balcony/Sea View/ Hot deal of the Week!","East Heights 2, Business Bay, Dubai","2","3","2024-02-26T10:17:08+00:00","buy","7126277400","apartment","6000000"
"11245239","Park View | Spacious Layout | Unfurnished","Armada Tower 3, Lake Elucio, Jumeirah Lake Towers, Dubai","2","3","2024-03-15T07:16:09+00:00","buy","7123444800","apartment","1850000"
"11190035","1% payment plan | Brand new offplan | Huge Balcony","SquareX Residence, Jumeirah Village Circle, Dubai","2","0","2024-03-06T05:44:36+00:00","buy","0854240496","apartment","692064"
"11074716","Italian style \ 1% monthly plan \ 8% ROI","Vincitore Aqua Dimore, Dubai Science Park, Dubai","2","0","2024-02-15T07:09:17+00:00","buy","1403606011","apartment","699000"
"11120862","Re-Sale | Prime Location | Modern |Spacious Layout","SAFI 1A, Town Square, Dubai","2","3","2024-02-23T03:35:07+00:00","buy","7123000074","apartment","1500000"
"10930036","Fully Furnished | Upgraded | closed kitchen","Al Sidir 3, Al Sidir, Greens, Dubai","2","3","2024-01-22T09:22:50+00:00","buy","7115050100","apartment","2350000"
"10429506","Central Park View / Tenanted / Mid Floor","The Nook 2, The Nook, Wasl Gate, Dubai","2","3","2023-10-18T10:35:15+00:00","buy","71240641474","apartment","1450000"
"11186940","Vacant on transfer prime location, chiller free","Marina Wharf 2, Marina Wharf, Dubai Marina, Dubai","2","3","2024-03-05T13:28:59+00:00","buy","7118053932","apartment","2100000"
"11193064","Upscale Community | Low Premium | Serene Neighborhood","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2024-03-06T09:55:41+00:00","buy","","apartment","1120000"
"11001750","3BR | Smart Home | Premium Location/NO Commission","Al Mamsha, Muwaileh, Sharjah","2","3","2024-02-03T06:48:55+00:00","buy","","apartment","1499000"
"10597331","Marjan Loft - Prime Casino Location - Beach Views","Treasure Island, Al Marjan Island, Ras Al Khaimah","2","3","2023-11-20T01:29:41+00:00","buy","","apartment","5242928"
"11212020","No commission/ DIP area /Higher ROI /Limited Units","Verdana 2, Dubai Investment Park, Dubai","2","0","2024-03-10T08:29:11+00:00","buy","0903430662","apartment","248000"
"11038227","Investor Deal | High ROI | Brand New","AZIZI Riviera 12, Meydan One, Meydan, Dubai","2","0","2024-02-09T07:09:21+00:00","buy","71140338748","apartment","700000"
"10750597","Best Corner Unit | Burj Khalifa and Canal View","Peninsula Four, Peninsula, Business Bay, Dubai","2","3","2023-12-19T12:42:56+00:00","buy","71444544037","apartment","4700000"
"11029595","Fascinating Unit|Exciting Features|Invest Now","Al Maryah Vista, Al Maryah Island, Abu Dhabi","2","0","2024-02-07T12:10:30+00:00","buy","","apartment","700000"
"11109874","1% per month_8-year PP_Private pool","IVY Garden, Dubai Land, Dubai","2","0","2024-02-21T08:03:00+00:00","buy","0844783268","apartment","973879"
"10469934","Sea Side Living - 2 BR + Maids - Payment Plan with Visa","Kahraman, Bab Al Bahar, Al Marjan Island, Ras Al Khaimah","2","3","2023-10-26T16:17:13+00:00","buy","","apartment","1900500"
"11249819","8 years Payment Plan | 15%Discount | Private Pool","Samana Barari Views, Majan, Dubai","2","0","2024-03-16T04:17:32+00:00","buy","1083252928","apartment","530000"
"10976376","Modern Layout | Pool View | Smart Home","Binghatti Crest, Jumeirah Village Circle, Dubai","2","3","2024-01-30T08:39:32+00:00","buy","71446811313","apartment","1520000"
"11243073","Partial Canal View| Alluring 3BR Unit| Good Deal","Radiant Boulevard, City Of Lights, Al Reem Island, Abu Dhabi","2","3","2024-03-15T04:10:35+00:00","buy","","apartment","1095000"
"11204803","Amazing Layout-Payment Plan-High Quality","Terrazzo Residences, Jumeirah Village Circle, Dubai","2","3","2024-03-08T07:24:15+00:00","buy","1678337573","apartment","2200000"
"11193251","High ROI | Low Premium | Refined Neighborhood","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2024-03-06T10:08:01+00:00","buy","","apartment","1120000"
"11198194","Brand New | Best For Investment | Book Now","Jumeirah Gate Tower 1, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence, Dubai","2","3","2024-03-07T07:12:55+00:00","buy","7135254496","apartment","7500000"
"11242523","Amazing Location | Vacant | Investment Opportunity","Al Jaz 1, Al Jaz, Greens, Dubai","2","3","2024-03-15T07:24:32+00:00","buy","7115062900","apartment","2250000"
"10349147","Brand New|3BR+Storage| Scenic View| Prime Location","Radiant Square, City Of Lights, Al Reem Island, Abu Dhabi","2","3","2023-10-03T03:28:09+00:00","buy","","apartment","1156000"
"11172476","FLEXIBLE PAYMENT PLAN \ PAY 5% \ NEW DOWN TOWN","Tiraz, Naseej District, Aljada, Sharjah","2","0","2024-03-03T09:34:51+00:00","buy","","apartment","490000"
"10510622","Spacious 3BR| Prime Location| Brand New!","Radiant Square, City Of Lights, Al Reem Island, Abu Dhabi","2","3","2023-11-03T09:23:57+00:00","buy","","apartment","1210000"
"11110207","3 bedrooms | Dream apartment | full services |5%DP","Rove Home, Aljada, Sharjah","2","3","2024-02-21T08:30:21+00:00","buy","0844783268","apartment","2608000"
"11101973","Prime Location | High ROI | Modern Design","Azizi Venice, Dubai South (Dubai World Central), Dubai","2","0","2024-02-20T07:09:04+00:00","buy","0008470901","apartment","686000"
"11233915","JVT area ✅  20% discount ✅ 5 years PP✅  Higher ROI","Red Square Tower, Jumeirah Village Triangle, Dubai","2","0","2024-03-13T09:07:50+00:00","buy","0536737727","apartment","400000"
"11234227","✅ Sea view✅ Freehold Ownership ✅ Fully Furnished ✅","Oceanz 2, Oceanz by Danube, Maritime City, Dubai","2","0","2024-03-13T10:25:22+00:00","buy","1139816602","apartment","980000"
"11233469","1 % MONTHLY | FULLY FURNISHED | PRIME LOCATION","Al Jawhara Residences, Jumeirah Village Triangle, Dubai","2","0","2024-03-13T08:08:15+00:00","buy","0753816018","apartment","620000"
"11099337","Beautiful pool view | Brand new |Business class","UNA Apartments, Town Square, Dubai","2","0","2024-02-20T03:34:31+00:00","buy","71147807246","apartment","489000"
"11207031","Handover soon | 3BR Apartment | 10% DP","Azizi Amber, Al Furjan, Dubai","2","3","2024-03-08T13:38:08+00:00","buy","1768407146","apartment","1684500"
"10789701","FULL BURJ VIEW | CORNER UNIT | HIGH FLOOR","St Regis The Residences, Burj Khalifa Area, Downtown Dubai, Dubai","2","3","2023-12-27T08:42:22+00:00","buy","71400444487","apartment","7480154"
"10750228","3BHK| SMART HOME| EASY PP |NO BANK|5%DP","Darb 4, Al Mamsha, Muwaileh, Sharjah","2","3","2023-12-19T08:09:29+00:00","buy","","apartment","1590000"
"11208135","3BR Luxury Apartment at Arbor View Arjan","Arbor View, Arjan, Dubai","2","3","2024-03-09T04:16:01+00:00","buy","0514458073","apartment","2566828"
"11207973","Private Pool | Semi-Furnished | Stunning View","Elitz 3 by Danube, Jumeirah Village Circle, Dubai","2","3","2024-03-09T03:47:21+00:00","buy","1853625519","apartment","2299000"
"10761818","LUXURY 3 BHK | 8 YEARS PP |1%MONTHLY ONLY | 5% DP","Darb 4, Al Mamsha, Muwaileh, Sharjah","2","3","2023-12-21T06:45:19+00:00","buy","0844783268","apartment","1545000"
"10660755","3BHK | LUXURY DESIGN | 5%DP |  EASY P.P | Book Now","Nesba, Aljada, Sharjah","2","3","2023-11-30T16:18:03+00:00","buy","0844783268","apartment","2242000"
"10660555","3BHK Smart | Luxury Community |Pool View |Book Now","Rove Home, Aljada, Sharjah","2","3","2023-11-30T13:18:03+00:00","buy","0844783268","apartment","2608000"
"11207048","3BR Apartment w/ Stunning View | Easy Payment Plan","Azizi Central, Al Furjan, Dubai","2","3","2024-03-08T13:49:41+00:00","buy","0835840478","apartment","2573000"
"9850930","Near Wynn Casino |Great Investment |Beach Access","Pacific Samoa, Pacific, Al Marjan Island, Ras Al Khaimah","2","0","2023-06-09T05:29:03+00:00","buy","","apartment","530000"
"11174668","Radiant Boulevard | High Floor | Hottest Deal","Radiant Square, City Of Lights, Al Reem Island, Abu Dhabi","2","3","2024-03-04T04:04:55+00:00","buy","","apartment","1100000"
"11249749","Fully Furnished | 10% DP | Easy Payment Plan","Sportz by Danube, Dubai Sports City, Dubai","2","0","2024-03-16T04:09:03+00:00","buy","0413215049","apartment","630000"
"11231191","Ready & Furnished | 50-50 Payment Plan | Luxury...","Al Jawhara Residences, Jumeirah Village Triangle, Dubai","2","0","2024-03-13T05:50:22+00:00","buy","0041537489","apartment","600000"
"10965687","Vacant | Good Quality 3BR Unit | Pool View","Binghatti Crest, Jumeirah Village Circle, Dubai","2","3","2024-01-29T03:21:04+00:00","buy","71446824158","apartment","1550000"
"11249560","Pay 1% Monthly | 10% DP | Furnished Studio","Oceanz 3, Oceanz by Danube, Maritime City, Dubai","2","0","2024-03-16T03:53:15+00:00","buy","0344452703","apartment","1180000"
"11223985","10% D.P | near hand over 2024 | Down Town","Tiraz, Naseej District, Aljada, Sharjah","2","0","2024-03-12T05:44:50+00:00","buy","","apartment","490000"
"11248588","Luxury Studio w/ Stunning View | Easy Payment Plan","The Haven, Majan, Dubai","2","0","2024-03-15T17:42:04+00:00","buy","1352548351","apartment","656000"
"11022196","Urban Apartment | Cozy Styled | 5% Down Payment","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2024-02-06T15:22:03+00:00","buy","","apartment","1219100"
"11250352","Fully Furnished w/ Stunning View | Payment Plan","Red Square Tower, Jumeirah Village Triangle, Dubai","2","0","2024-03-16T05:11:32+00:00","buy","0741911797","apartment","597550"
"11179446","Fully Upgraded | High Floor | Burj Khalifa Views","Tower B, DAMAC Towers by Paramount, Business Bay, Dubai","2","3","2024-03-04T10:49:17+00:00","buy","7117445014","apartment","3600000"
"11022198","Investors Deal | Storage Room | Two Balconies","Reeman Living II, Al Shamkha, Abu Dhabi","2","3","2024-02-06T15:22:19+00:00","buy","","apartment","1219099"
"11152516","SEA VIEW | LUXURY 1BR | HIGH RENTED | 10% DOWN PAYMENT |","Blue Pearls, Ajmal Makan City, Al Hamriyah, Sharjah","2","0","2024-02-28T09:19:36+00:00","buy","","apartment","490000"
"11220717","Ramadan offer l 10% DP l large studio |investor deal","Eleve by Deyaar, Jebel Ali, Dubai","2","0","2024-03-12T03:47:54+00:00","buy","0074237499","apartment","570000"
"10268068","Sustainable Materials| Capacious 3BR| No Commission","Reeman Living, Al Shamkha, Abu Dhabi","2","3","2023-09-15T02:35:19+00:00","buy","","apartment","1190900"
"11194263","7K Monthly | 5Yrs Payment Plan | Prime Location","The Central Downtown, Arjan, Dubai","2","0","2024-03-06T15:17:35+00:00","buy","0188877544","apartment","725000"
